"","Ad1","Ad2","Ad3","Ad1 CD3CD28","Ad2 CD3CD28","Ad3 CD3CD28"
"AC111170.2",45,46,34,38,47,15
"AC111170.1",0,0,0,1,1,1
"AC021683.3",0,0,0,0,0,0
"AC021683.2",1,0,0,0,0,0
"AC021683.1",0,0,1,0,0,0
"AC021683.5",781,178,638,386,192,379
"LINC01973",1,0,0,0,0,0
"TNRC6C",3963,3441,3356,2272,3152,2039
"AC015804.1",4,7,1,3,9,0
"RNU6-625P",0,1,1,1,3,0
"TNRC6C-AS1",5310,3477,4406,1613,1920,1682
"TMC6",13451,9972,10123,5177,7064,5239
"TMC8",18510,14363,18721,7712,10890,10295
"C17orf99",1,1,3,0,4,0
"EIF5AP2",0,0,0,0,1,1
"SYNGR2",2008,1473,1571,2422,2751,3265
"TK1",8,14,4,1341,1309,1698
"AFMID",56,53,37,133,132,219
"BIRC5",3,1,1,987,982,1825
"TMEM235",0,0,0,0,0,0
"THA1P",2,4,5,2,5,0
"AC087645.3",0,0,1,0,0,0
"LINC01993",1,0,0,0,0,0
"AC087645.2",3,0,0,0,1,0
"SOCS3",78,33,76,409,298,448
"AC061992.1",0,0,1,1,0,0
"PGS1",2139,1738,1957,1402,1946,1712
"RF00415",4,0,0,0,2,0
"DNAH17",14,1,27,12,2,46
"DNAH17-AS1",2,0,1,0,6,0
"RN7SL454P",0,0,0,0,0,0
"SCAT1",112,72,159,86,72,120
"CYTH1",21791,19927,19664,11579,18889,15036
"AC099804.1",24,21,14,15,35,3
"RNU6-638P",16,4,5,11,18,8
"USP36",3942,3175,3689,2686,3507,3848
"RPL9P29",0,0,1,0,0,0
"TIMP2",136,388,279,83,337,176
"CEP295NL",1,0,3,1,2,0
"AC100788.2",0,0,0,0,0,0
"AC100788.1",0,0,0,0,0,0
"LGALS3BP",2160,2384,2019,2546,4953,3846
"CANT1",1689,1480,1288,1461,1923,1593
"C1QTNF1",6,4,4,4,6,4
"ENGASE",5565,4720,4762,3585,4555,3702
"RBFOX3",1,0,5,1,0,4
"MIR4739",0,0,0,0,0,0
"ENPP7",1,0,0,4,1,0
"CBX2",31,66,35,106,186,168
"CBX8",181,158,139,112,123,90
"AC100791.2",0,0,1,0,0,0
"LINC01977",1,0,1,0,0,0
"CBX4",2045,1585,1830,1275,1493,1257
"LINC01979",0,0,0,1,0,0
"LINC01978",0,0,0,1,0,0
"TBC1D16",114,94,117,75,73,108
"AC100791.3",0,0,0,0,1,0
"AC116025.2",0,0,0,0,0,2
"CCDC40",24,16,21,13,15,12
"GAA",1356,1168,1514,825,1005,1181
"EIF4A3",1803,1450,1668,2092,2829,3821
"AC087741.3",19,19,27,18,21,12
"AC087741.2",1,3,3,2,6,3
"CARD14",3,1,11,3,1,2
"AC087741.1",4002,2050,3180,1476,1232,1351
"SGSH",3963,2769,2788,1557,1954,1395
"SLC26A11",3622,1920,2554,1227,1152,1143
"AC124319.1",32047,26658,26110,32415,47588,35960
"AC124319.2",22,24,24,29,60,14
"AC124319.4",0,0,0,0,0,0
"AC124319.5",39,36,31,59,111,20
"AC124319.3",7,2,2,2,1,2
"ENDOV",308,251,335,242,278,281
"MIR4730",3,1,0,3,1,0
"AC120024.1",2,1,4,3,2,2
"NPTX1",6,2,2,27,28,131
"RPL32P31",2,0,0,1,0,0
"RPTOR",1556,1256,1306,1317,1692,1758
"RPL31P7",2,0,0,3,1,3
"AC016245.1",0,0,0,0,0,0
"AC127496.3",0,0,0,0,0,0
"AC127496.4",0,0,0,0,0,0
"RPL12P37",0,0,0,0,0,1
"CHMP6",657,587,502,606,695,627
"AC127496.6",1,0,0,1,0,0
"AC127496.7",123,121,119,86,142,79
"AC127496.5",4,2,3,1,5,5
"AC127496.2",0,0,0,0,0,0
"BAIAP2-DT",216,180,194,103,127,113
"BAIAP2",215,188,200,113,173,182
"AATK",4,2,15,6,6,11
"MIR657",0,0,0,0,0,0
"MIR1250",1,0,1,0,0,0
"CEP131",428,394,436,397,402,449
"AC027601.2",0,0,0,0,0,0
"TEPSIN",3356,2727,3003,1990,2634,2382
"AC027601.1",1,4,1,1,0,0
"NDUFAF8",520,362,432,479,606,918
"SLC38A10",3735,3573,3088,2863,4193,3235
"AC027601.4",11,2,13,5,2,8
"AC027601.5",0,0,0,0,1,0
"LINC00482",0,0,1,0,0,0
"AC110285.6",0,0,0,0,0,0
"AC110285.3",0,0,0,0,0,0
"AC110285.1",0,0,0,0,0,1
"AC110285.5",0,0,0,0,0,0
"AC110285.2",2,2,2,1,4,1
"BAHCC1",11,5,5,9,7,6
"AC110285.7",2,0,1,3,0,1
"LINC01971",0,0,0,0,0,0
"ACTG1",37452,27206,23294,57080,62720,69553
"AC139149.1",5,3,0,1,1,1
"FSCN2",12,7,4,7,6,1
"FAAP100",1780,1626,1634,1363,2141,2050
"NPLOC4",3866,3070,3323,3340,4336,3954
"TSPAN10",61,32,39,31,22,29
"AC139530.1",188,69,19,36,49,23
"OXLD1",1085,654,805,765,789,859
"CCDC137",1246,872,1027,1258,1494,1975
"ARL16",1196,948,1043,796,1007,1114
"HGS",3918,3138,3526,2753,3845,3650
"AC139530.4",28,24,11,11,22,13
"AC139530.2",187,174,203,125,167,144
"MRPL12",245,188,186,446,609,1108
"SLC25A10",36,28,21,89,116,182
"GCGR",0,0,0,1,0,2
"MCRIP1",1413,1109,1101,1092,1375,1421
"PPP1R27",0,0,0,0,1,0
"P4HB",7157,6271,5873,7265,9561,11039
"AC145207.3",1,0,0,0,3,4
"AC145207.9",18,11,10,14,17,9
"ARHGDIA",6670,5315,5351,6459,8018,9679
"AC145207.2",4,3,4,9,6,1
"AC145207.5",183,121,131,191,230,274
"AC145207.6",1,1,0,0,1,0
"ALYREF",639,518,563,1608,2101,2954
"ANAPC11",748,524,567,818,823,1111
"NPB",11,4,11,3,3,3
"PCYT2",1057,904,884,859,877,881
"SIRT7",2982,2186,2353,1811,2407,2267
"MAFG",811,757,894,798,1174,1384
"AC145207.8",0,0,0,0,0,0
"MAFG-DT",3,3,4,3,16,22
"PYCR1",80,67,79,810,944,1890
"AC145207.4",0,0,0,0,0,1
"MYADML2",0,0,0,0,0,0
"AC145207.1",0,0,0,0,0,0
"NOTUM",4,2,1,2,1,2
"AC145207.7",0,0,0,0,1,1
"ASPSCR1",1434,1127,1228,1173,1388,1314
"CENPX",516,356,399,686,793,1307
"LRRC45",816,595,587,659,752,762
"RAC3",52,43,54,49,50,47
"DCXR",1028,727,757,856,845,1078
"AC137723.1",6,0,4,2,2,1
"DCXR-DT",2,3,4,5,6,3
"RFNG",1219,931,1140,797,1083,1040
"GPS1",2447,1763,2020,1944,2388,2687
"DUS1L",3793,2987,3347,2891,3847,4649
"FASN",2014,1721,1625,4140,5210,6876
"CCDC57",1867,1137,1487,1443,1370,1415
"AC129510.1",2,0,0,0,0,0
"AC132872.2",4,0,0,1,2,1
"SLC16A3",439,266,272,461,434,375
"CSNK1D",7342,6042,5991,5415,7021,6363
"AC132872.3",0,1,0,2,0,0
"AC132872.4",1,0,0,0,0,2
"LINC01970",11,8,14,10,6,11
"AC132872.1",246,245,289,148,189,162
"CD7",3103,2237,1810,3238,3426,3520
"SECTM1",16,2,17,36,42,150
"TEX19",0,0,0,0,1,3
"AC132938.1",6,11,25,10,13,8
"OGFOD3",1040,767,914,857,889,977
"AC132938.2",7,5,6,9,5,6
"HEXD",4097,3249,4037,2358,3498,3384
"HEXD-IT1",36,25,34,14,37,12
"CYBC1",4912,4090,3768,4057,5226,4117
"AC132938.3",17,10,16,26,33,42
"NARF",2392,1882,1764,1622,2169,1737
"AC132938.5",71,71,48,55,87,43
"NARF-IT1",55,50,44,35,62,30
"FOXK2",2443,2116,2175,2177,2961,2741
"AC124283.4",0,0,0,0,0,0
"AC124283.3",21,9,11,16,33,10
"AC124283.1",5,3,6,4,16,3
"WDR45B",2144,1765,2195,1638,2146,2261
"AC124283.5",2,0,3,2,0,5
"RAB40B",134,118,140,74,69,86
"MIR4525",2,0,0,0,0,0
"AC024361.2",1,1,3,0,0,1
"FN3KRP",1534,1280,1348,1325,1525,1513
"AC024361.3",0,0,0,0,0,0
"FN3K",110,70,139,42,44,61
"AC024361.1",7,7,7,3,3,2
"TBCD",2114,1537,2033,1598,2403,2101
"ZNF750",1,0,0,0,0,0
"AC087222.1",11,12,10,12,21,6
"B3GNTL1",151,136,186,120,175,172
"METRNL",37,28,26,30,29,29
"AC144831.1",7,6,4,3,2,2
"AC139099.2",0,0,0,0,0,0
"RPL23AP87",3,1,0,1,3,1
"TUBB8P12",0,0,0,0,0,0
"AP001005.3",0,0,0,0,0,0
"IL9RP4",0,0,0,0,0,0
"ROCK1P1",97,60,102,50,60,52
"MIR8078",0,0,0,0,0,0
"USP14",2257,1641,1878,2490,3399,3288
"THOC1",2558,1922,2238,2123,2781,2461
"AP000845.1",17,10,8,2,8,4
"COLEC12",1,0,0,0,0,1
"CLUL1",11,0,1,4,3,1
"TYMSOS",1,0,0,12,5,14
"AP001178.3",1,0,2,1,0,0
"AP001178.1",0,0,0,4,0,0
"TYMS",13,5,9,4606,4517,6800
"ENOSF1",2798,1982,2852,1653,1846,2043
"YES1",578,378,422,453,651,438
"AP001020.2",15,17,7,11,16,16
"RNU1-109P",1,0,0,1,3,1
"AP000894.4",28,14,25,13,22,13
"BOLA2P1",0,0,0,0,0,0
"AP000894.1",1,0,0,0,0,0
"AP000894.3",0,0,0,0,0,0
"ADCYAP1",0,0,0,0,0,0
"AP005328.2",0,0,0,0,0,1
"LINC00470",7,0,3,9,2,9
"AP005119.2",1,4,0,5,1,1
"AP005230.1",0,0,0,0,0,0
"AP005262.1",0,0,0,0,1,0
"METTL4",1666,1333,1698,1063,1870,1346
"AP005136.2",25,25,13,16,34,17
"NDC80",177,130,169,862,911,1096
"RNU6-340P",0,1,0,0,0,0
"AP005061.1",77,59,73,50,86,68
"SMCHD1",12643,10515,11052,11504,21700,13201
"EMILIN2",150,94,86,150,180,305
"LPIN2",4097,3549,4079,6794,11557,10072
"AP000919.4",3,1,5,4,3,3
"AP000919.1",14,11,11,19,51,29
"AP000919.2",0,0,0,1,1,1
"AP000919.3",0,0,0,1,0,0
"AP005431.1",3,0,2,4,1,5
"MYOM1",716,501,413,326,394,220
"AP005329.2",5,8,3,2,4,1
"AP005329.3",164,120,104,67,92,53
"MYL12A",13078,9512,9430,8286,11282,8660
"AP005329.1",9,2,2,8,9,2
"MYL12B",6276,4632,5303,5671,6293,7037
"AP001025.1",0,0,0,0,0,1
"RPL31P59",0,0,0,0,0,0
"RPL21P127",1,0,0,1,0,3
"TGIF1",1661,1248,1381,863,1236,1031
"GAPLINC",2,1,1,0,1,0
"DLGAP1",0,0,0,1,0,0
"AP002472.1",0,0,0,0,0,0
"DLGAP1-AS1",252,187,232,216,186,181
"DLGAP1-AS2",84,51,121,46,58,66
"AP002478.1",0,0,0,0,0,0
"DLGAP1-AS4",0,0,0,0,0,0
"AP005403.1",0,0,0,0,0,0
"PPIAP14",0,0,1,0,0,0
"AKAIN1",0,0,1,0,0,0
"AP005380.1",8,11,12,7,1,3
"AP001496.2",0,1,0,0,0,0
"LINC00526",121,99,89,73,100,74
"LINC00667",3270,2321,2451,1945,2508,1801
"AP001496.3",0,3,2,1,0,1
"ZBTB14",2831,1783,2052,1878,2220,1660
"AP001496.1",8,5,6,10,7,2
"EPB41L3",35,28,10,20,43,10
"L3MBTL4",16,6,2,21,12,13
"AP005060.1",0,0,0,1,2,0
"RPL6P27",187,140,147,137,148,170
"ARHGAP28",0,1,1,0,0,0
"LINC00668",0,0,0,0,0,0
"LAMA1",0,0,0,0,0,0
"PTPRM",337,103,159,235,144,106
"AP000897.1",0,0,0,1,0,0
"AC006566.1",0,0,1,1,0,1
"AP001094.2",8,0,2,1,2,0
"RFWD2P1",0,0,1,0,0,0
"AKR1B1P6",0,0,0,0,1,0
"RAB12",989,654,733,671,1044,750
"AP001793.1",3,2,1,0,0,0
"MTCL1",2,3,2,11,13,12
"AP000864.1",0,0,0,1,0,0
"RPS4XP19",0,1,0,0,1,0
"NDUFV2",153,90,118,246,302,271
"AP005263.1",0,0,0,0,0,0
"AP005899.1",7,7,4,3,3,3
"NDUFV2-AS1",96,75,101,40,70,38
"ANKRD12",6093,3870,4570,4947,7728,4527
"AP001033.2",28,13,23,22,37,11
"AP001033.1",9,2,12,4,8,8
"TWSG1",401,314,240,310,397,266
"AP005432.2",1,2,4,1,2,4
"RALBP1",3243,2614,2577,2170,2823,2429
"AP005432.1",4,5,1,2,6,1
"PPP4R1",1198,818,671,1151,1319,1138
"AP001381.1",0,0,0,0,0,0
"PPP4R1-AS1",2,1,0,1,2,2
"RAB31",24,7,7,16,21,16
"AP000902.1",2,0,1,1,0,0
"ZNF415P1",0,0,0,0,1,0
"AC006238.1",30,25,31,14,13,7
"VAPA",3312,2156,2559,2999,4156,3545
"RNA5SP450",2,1,3,0,2,0
"APCDD1",0,0,0,0,0,0
"NAPG",1030,890,785,758,1304,847
"AP001099.1",4,6,4,1,8,0
"CCDC58P1",0,0,0,0,0,3
"PIEZO2",0,0,0,0,4,1
"KIAA0895LP1",0,0,1,0,0,0
"AP001017.1",0,0,0,0,1,0
"NPIPB1P",29,27,8,13,21,10
"AP001120.2",0,0,0,1,0,0
"AP001120.3",0,0,0,0,0,0
"GNAL",24,13,36,25,18,32
"CHMP1B",2772,1896,2331,1843,2434,1950
"CHMP1B-AS1",0,2,3,1,5,2
"MPPE1",1339,1072,1247,975,1284,1080
"AP001269.4",2,3,5,2,3,5
"AP001269.2",0,1,0,0,0,1
"AP001269.3",0,0,0,0,0,0
"IMPA2",108,76,150,208,213,296
"AP002414.4",6,10,14,13,13,7
"AP002414.2",0,0,0,0,2,0
"AP002414.3",0,0,0,0,1,0
"ANKRD62",0,0,0,0,0,0
"AP005264.6",0,1,0,0,0,0
"AP005264.5",0,0,0,1,1,0
"CCDC58P3",1,0,1,0,1,1
"AP005264.3",0,0,2,0,0,1
"TUBB6",3,3,2,54,41,46
"AFG3L2",1842,1550,1622,1871,2430,2961
"PRELID3A",31,18,22,59,56,67
"AP001029.1",0,1,1,0,2,4
"AP001029.2",11,10,30,19,18,22
"SPIRE1",87,39,35,115,82,91
"AP001029.3",0,0,0,1,0,0
"PSMG2",1726,1214,1416,1658,2024,1990
"CEP76",358,297,282,343,426,379
"AP005482.3",43,29,29,24,30,24
"AP005482.2",2,6,4,1,0,5
"AP005482.1",71,60,95,49,70,90
"PTPN2",2614,2003,2164,2183,3207,2508
"STK25P1",12,11,12,3,6,8
"EIF4A2P1",43,13,38,26,24,13
"SEH1L",1370,1002,1017,1434,2257,2436
"AP002449.1",0,0,2,0,0,3
"CEP192",2213,2495,1892,1787,3684,1756
"AP001357.2",0,0,0,0,0,1
"AP001198.1",1,1,0,0,0,0
"LDLRAD4",1128,982,1057,925,1395,984
"C18orf15",1,2,2,2,4,1
"AP002505.2",0,0,0,0,0,0
"MIR5190",0,0,0,0,1,0
"AP005131.5",0,0,0,0,0,0
"AP005131.6",64,69,52,28,71,39
"AP005131.1",0,0,0,0,0,0
"AP005131.7",21,23,4,7,17,2
"MIR4526",0,0,1,1,1,0
"AP001010.1",0,0,0,0,0,0
"FAM210A",443,292,340,408,582,659
"AP001525.1",0,0,0,0,0,0
"RN7SL362P",0,0,0,0,1,1
"RNMT",3074,2411,2568,2294,3245,2530
"MC5R",1,0,0,1,0,3
"AP001086.1",0,0,0,1,0,1
"AC006557.6",0,0,0,0,0,0
"ZNF519",331,230,300,276,375,262
"AC006557.3",0,0,0,0,0,0
"ANKRD20A5P",49,70,38,54,84,47
"RNU6-316P",1,0,0,1,1,0
"RHOT1P1",11,10,2,8,6,4
"AP005212.4",19,19,15,17,23,23
"AP005212.2",9,5,8,7,6,5
"CYP4F35P",103,105,80,63,83,58
"TERF1P2",0,0,0,0,0,0
"FEM1AP2",0,2,0,0,0,0
"SNX19P3",0,0,4,2,1,0
"AP006565.1",0,0,0,0,1,0
"AP005242.2",3,3,3,3,3,2
"ROCK1",4126,3190,3139,3495,4841,3184
"AC022795.1",2,0,0,2,2,1
"GREB1L",0,0,0,0,0,0
"ESCO1",1545,1196,1275,1059,1579,1050
"SNRPD1",782,579,609,1543,1943,2815
"ABHD3",2287,1599,2182,1780,2125,1876
"AC106037.1",8,19,6,10,5,7
"AC106037.2",0,0,0,0,0,0
"MIR320C1",0,0,0,1,0,1
"MIB1",1688,939,964,1350,2027,1089
"RN7SL233P",2,2,0,0,3,0
"MIR133A1HG",0,0,1,0,0,0
"GATA6-AS1",7,3,5,4,8,2
"GATA6",66,30,29,26,21,18
"AC027449.1",118,91,82,63,72,49
"CTAGE1",0,0,0,0,2,0
"AC090912.1",1,0,0,0,2,3
"AC090912.2",0,0,0,0,0,1
"RBBP8",68,101,93,941,1272,1717
"AC090912.3",0,0,0,2,1,0
"UBE2CP2",0,1,2,1,6,3
"RN7SL745P",0,1,0,0,1,0
"CABLES1",6,3,4,51,34,56
"TMEM241",62,75,81,70,134,139
"AC011731.1",0,1,1,1,1,6
"RIOK3",2256,1569,1829,1629,2389,1822
"AC026634.1",0,2,1,1,2,0
"RMC1",1626,1176,1371,1425,1862,1754
"NPC1",1919,1196,1216,1205,1327,1164
"ANKRD29",0,0,0,0,0,0
"RPS10P27",2,0,0,0,1,0
"LAMA3",0,2,0,0,0,4
"RPL23AP77",0,1,0,0,0,1
"AC010754.1",4,0,2,3,3,2
"TTC39C",2922,2173,2537,2517,3631,2827
"TTC39C-AS1",7,6,8,3,3,0
"AC090772.1",0,1,0,0,0,0
"CABYR",20,29,23,23,23,8
"AC090772.3",5,1,3,1,1,0
"OSBPL1A",151,75,134,122,108,143
"RNA5SP452",0,2,0,0,0,0
"AC023983.2",0,0,0,0,0,0
"IMPACT",642,425,534,543,658,649
"AC007922.2",1,1,0,0,0,0
"HRH4",4,3,8,10,9,1
"AC007922.1",0,0,0,0,0,0
"AC007922.3",0,0,0,0,0,0
"LINC01915",0,0,0,1,0,0
"LINC01894",0,0,0,0,0,0
"ZNF521",10,2,18,7,1,6
"AC105114.1",0,0,0,0,0,0
"SS18",3166,2230,2694,2494,3517,2695
"RPS24P18",0,0,1,0,0,0
"PSMA8",41,26,18,37,31,24
"DHFRP1",14,18,13,58,84,92
"NPM1P2",0,0,0,0,0,0
"TAF4B",924,896,808,865,1496,1186
"SINHCAFP1",1,2,1,1,1,2
"AC121320.1",3,0,0,2,2,0
"AC022069.1",1,0,0,0,0,1
"LINC01543",1,4,6,1,5,1
"KCTD1",80,49,82,85,66,59
"AC007996.1",27,10,20,29,31,22
"CIAPIN1P",2,2,3,1,2,6
"AC018371.2",0,1,0,0,0,0
"CHST9",0,0,0,0,0,0
"RBM22P1",0,0,0,0,0,0
"CDH2",0,0,0,2,7,5
"AC006249.1",0,0,0,0,0,0
"ARIH2P1",0,0,1,1,2,5
"AC105245.1",0,0,0,0,0,0
"DSC3",0,0,0,2,3,5
"DSC2",0,0,1,2,3,7
"DSCAS",0,0,0,0,0,0
"DSC1",1005,486,476,182,170,74
"DSG3",0,0,0,0,0,0
"DSG2",8,3,6,7,17,33
"B4GALT6",15,8,14,54,69,48
"AC017100.1",4,2,0,6,11,6
"LRRC37A7P",0,0,0,0,1,0
"AC017100.2",0,0,0,0,0,0
"SLC25A52",7,3,2,5,2,3
"TRAPPC8",3084,2315,2544,2058,3118,2074
"AC022960.2",3,2,1,0,9,1
"AC009831.1",5,13,9,15,9,9
"PGDP1",0,0,0,1,0,1
"RNF125",3568,2405,2118,1721,1995,1126
"AC011825.3",0,0,0,0,0,0
"AC009831.3",5,7,2,3,6,3
"AC011825.1",2,1,0,0,0,0
"AC011825.4",5,6,4,2,6,5
"RNF138",1966,1412,1594,1452,2598,1777
"GAREM1",10,7,9,2,2,1
"MEP1B",7,3,5,4,7,4
"AC021224.1",0,0,0,0,0,0
"HNRNPA1P7",10,16,12,25,22,41
"WBP11P1",0,1,0,0,0,0
"AC025887.1",0,0,0,0,0,0
"KLHL14",1,0,0,1,2,0
"AC012123.1",0,0,0,0,0,0
"DTNA",0,0,0,0,1,0
"AC068506.1",1,0,1,0,1,1
"MAPRE2",4107,3064,3199,3368,4414,3675
"AC015967.2",0,1,0,0,1,0
"AC015967.1",7,3,4,2,3,1
"ZNF397",2914,2623,2775,1951,2788,1825
"ZSCAN30",820,694,948,685,852,765
"AC011815.3",24,10,26,9,16,14
"AC011815.2",67,43,30,33,32,27
"AC011815.1",124,109,106,59,109,81
"ZNF271P",1128,919,1034,767,1280,1032
"AC116447.1",3,5,5,2,5,6
"ZNF24",6709,4888,5545,4940,7095,4960
"ZNF396",35,55,45,38,49,33
"AC007998.1",0,0,0,0,0,0
"AC007998.4",0,0,0,1,1,0
"AC007998.3",3,3,2,1,0,3
"AC007998.2",0,0,1,0,0,0
"INO80C",389,331,357,307,550,533
"AC007998.5",3,2,2,2,12,5
"GALNT1",1779,1288,1303,1378,2089,1448
"MIR3975",0,0,0,0,1,0
"AC090220.1",0,1,1,1,2,3
"AC090229.1",15,6,6,4,8,2
"AC118757.1",4,2,5,6,0,1
"AC091060.1",33,24,28,20,27,25
"C18orf21",556,400,480,527,713,742
"RPRD1A",1423,1146,1337,1008,1531,1183
"SLC39A6",1572,1049,1056,1360,1716,1374
"ELP2",5058,4117,4226,3071,4227,3583
"AC023043.1",0,0,2,0,0,0
"MOCOS",8,3,2,1,13,19
"AC023043.4",1,0,0,0,0,1
"FHOD3",4,1,0,6,3,0
"TPGS2",1613,1202,968,1377,1782,1386
"KIAA1328",309,250,338,268,327,253
"AC016493.1",0,0,0,0,0,0
"CELF4",0,0,1,0,0,0
"AC015961.2",10,15,15,3,6,7
"AC090386.1",0,0,1,0,0,0
"AC016205.1",0,0,0,0,3,2
"AC011139.1",1,0,0,0,0,0
"RPL7AP66",10,9,9,7,5,13
"LINC01902",0,0,0,0,0,0
"AC021504.1",14,7,0,9,10,0
"NPM1P1",0,0,1,0,0,0
"PIK3C3",2234,1526,1858,1640,2059,1576
"AC087683.2",1,1,2,2,3,1
"AC087683.1",5,1,7,3,5,3
"LINC00907",5,3,3,5,6,6
"AC120049.1",6,1,5,20,3,6
"SETBP1",64,27,35,307,177,111
"AC105074.1",1,1,0,1,2,4
"SLC14A2",5,1,4,3,4,4
"SLC14A2-AS1",0,0,1,1,0,0
"AC023421.2",0,0,1,0,0,3
"SLC14A1",336,596,101,48,162,18
"AC087685.1",0,0,0,1,0,0
"SIGLEC15",0,0,0,0,1,1
"EPG5",2741,2738,2454,2256,3762,2344
"PSTPIP2",177,348,205,271,847,537
"RN7SKP26",1,1,0,0,7,1
"AC012569.1",1,3,0,5,8,4
"RNY4P37",0,3,1,1,2,3
"ATP5F1A",10404,8114,8842,10670,13274,14822
"HAUS1",471,331,385,577,700,898
"C18orf25",1393,1094,1218,1280,2032,1698
"RNF165",0,0,3,3,10,3
"AC015959.1",0,0,0,0,0,0
"LOXHD1",8,1,3,0,2,4
"ST8SIA5",4,3,3,1,3,2
"AC090241.3",20,30,27,14,30,8
"PIAS2",1329,1098,1118,901,1478,1073
"AC090241.1",0,2,1,3,5,2
"AC090373.1",0,0,0,0,0,0
"KATNAL2",48,47,47,26,19,25
"AC012254.1",22,14,21,16,11,9
"AC012254.3",1,1,2,1,1,0
"HDHD2",373,261,308,298,465,261
"AC012254.4",0,0,0,0,0,0
"IER3IP1",720,377,515,713,1017,652
"TPMTP1",0,1,4,0,5,1
"SMAD2",4308,3131,3130,2975,3890,2804
"MTCO2P2",2,1,3,5,0,1
"AC120349.2",0,0,2,0,1,0
"ZBTB7C",0,0,0,2,1,2
"POLR3GP2",0,0,0,0,0,0
"CTIF",131,73,66,92,109,102
"AC048380.2",4,0,0,4,0,2
"AC022919.1",0,1,0,0,0,0
"AC093567.1",4,2,0,8,0,2
"SMAD7",1018,685,863,552,605,671
"AC016866.1",0,0,0,0,1,0
"DYM",1513,1347,1255,1210,1672,1432
"MIR4744",0,2,0,0,0,1
"AC044840.1",0,0,0,0,0,0
"AC100778.1",1,0,0,0,3,0
"PRR13P4",1,0,0,0,0,0
"C18orf32",882,719,773,418,624,407
"RPL17-C18orf32",4,1,1,4,2,6
"AC100778.2",20,21,27,15,28,17
"AC100778.3",3,2,0,0,1,0
"RPL17",2014,1522,1624,1256,1850,1754
"LIPG",0,0,0,1,3,4
"ACAA2",659,486,705,748,982,1261
"SNHG22",62,45,58,33,52,39
"MYO5B",1,1,1,0,0,1
"RN7SL310P",0,0,1,0,0,0
"CFAP53",60,33,54,27,32,29
"AC090246.1",10,8,11,6,7,4
"MBD1",4747,3659,4136,3495,4632,4364
"CXXC1",3633,2873,3100,2552,3424,3314
"SKA1",0,0,2,75,45,71
"ME2",1882,1450,1410,2722,4121,4466
"ELAC1",205,114,172,214,233,239
"SMAD4",3665,2555,2984,2243,3351,2055
"SRSF10P1",0,1,0,0,1,0
"MEX3C",2639,1664,1914,2145,3055,2258
"LINC01630",0,0,0,0,1,0
"RSL24D1P9",0,0,0,0,0,0
"RPS8P3",0,0,0,1,0,0
"LINC01917",0,1,0,0,0,0
"RPL29P32",0,0,0,0,0,0
"MBD2",2966,2151,2447,2769,2871,2753
"SNORA37",0,2,1,1,1,2
"AC093462.1",5,3,2,4,6,5
"POLI",1777,1384,1815,918,1476,1118
"STARD6",1,0,0,2,0,0
"C18orf54",221,155,190,224,298,224
"SNRPGP2",13,14,16,18,20,48
"RAB27B",96,26,21,47,37,13
"RPSAP57",0,0,0,0,0,0
"AC007673.1",0,0,1,0,0,0
"CCDC68",4,1,0,1,1,0
"LINC01929",0,0,0,0,0,0
"TCF4",59,47,53,40,75,42
"AC022031.2",1,0,0,0,0,0
"LINC01415",0,0,0,0,0,0
"LINC01539",0,0,0,0,0,1
"TXNL1",1851,1304,1478,1795,2315,2331
"WDR7",1132,877,891,1141,1531,1144
"WDR7-OT1",0,1,0,0,0,0
"BOD1L2",0,0,0,0,0,0
"ONECUT2",0,0,0,1,0,0
"FECH",567,462,497,422,534,543
"AC100847.1",1,1,1,0,1,1
"NARS",4045,3045,3296,3764,5538,5269
"AC027097.1",297,254,361,173,284,232
"AC027097.2",191,149,154,128,182,144
"ATP8B1",0,1,0,5,9,18
"RNU6-742P",1,0,0,1,2,0
"RSL24D1P11",5,1,9,7,9,10
"HMGN1P30",1,0,0,0,1,0
"NEDD4L",168,114,135,204,266,274
"AC090236.2",1,0,0,0,0,1
"ALPK2",6,2,2,6,15,8
"AC105105.3",0,0,0,0,0,0
"AC105105.1",0,0,0,0,0,0
"RPL9P31",0,0,0,0,0,0
"AC104971.3",13,14,11,61,78,66
"AC104971.1",12,12,10,15,24,17
"MALT1",4567,3792,3913,5073,9072,5237
"AC104365.1",0,0,0,0,0,0
"MRPL37P1",6,6,3,20,25,7
"ZNF532",92,25,131,66,27,93
"SEC11C",1005,868,866,1493,1525,1409
"CPLX4",2,0,0,0,0,0
"LMAN1",2962,2048,2206,3785,5434,4131
"AC016229.2",0,1,0,3,1,2
"CCBE1",3,0,0,5,1,1
"GLUD1P4",0,0,0,0,0,0
"AC098847.1",1,0,0,0,0,1
"PMAIP1",145,103,105,878,1138,1238
"NFE2L3P1",2,0,0,2,3,1
"SINHCAFP2",0,1,2,2,3,3
"RNU6-567P",0,0,0,0,2,0
"RPS3AP49",8,8,7,5,14,10
"AC090771.1",0,0,0,0,1,0
"CDH20",4,1,9,3,0,6
"RPL30P14",4,4,4,4,3,2
"AC090409.1",0,0,0,0,0,0
"RNF152",8,2,3,7,6,5
"PIGN",847,647,699,682,896,662
"RELCH",2481,1807,2209,1749,2421,1690
"AC027514.1",2,3,1,3,2,1
"TNFRSF11A",28,17,3,49,45,76
"RPL17P44",0,0,0,0,0,0
